
None,None,None,None,19:49:05,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:06,03/06/2021,Present
None,None,None,None,19:49:07,03/06/2021,Present
None,None,None,None,19:49:07,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:10,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:11,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:12,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:13,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:14,03/06/2021,Present
None,None,None,None,19:49:15,03/06/2021,Present
None,None,None,None,19:49:15,03/06/2021,Present
None,None,None,None,19:49:18,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:19,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:20,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:21,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:22,03/06/2021,Present
None,None,None,None,19:49:33,03/06/2021,Present
None,None,None,None,19:49:34,03/06/2021,Present
None,None,None,None,19:49:34,03/06/2021,Present
None,None,None,None,19:49:34,03/06/2021,Present
None,None,None,None,19:49:35,03/06/2021,Present
None,None,None,None,19:49:35,03/06/2021,Present
